2	611
3	36580
3	24534
3	10759
3	744
3	10761
3	106
3	2353
3	174
3	493
3	113
3	118
3	2105
3	36478
3	36549
4	256
4	389
4	8326
4	9
4	10
4	8336
4	3604
4	10389
4	8601
4	3228
4	8351
4	59557
4	5033
4	171
4	301
4	174
4	1199
4	76
4	178
4	179
4	9046
4	5562
4	196
4	201
4	17740
4	78
4	29654
4	784
4	231
4	2024
4	10345
4	111
4	112
4	41457
4	242
4	118
4	119
7	174
9	174
10	174
40982	28792
40987	928
40987	786
40987	5314
29	151
30	905
30	491
30	493
30	2353
30	663
30	505
30	4250
40993	142
40995	12376
8239	10208
51	29732
51	118
51	106
51	493
51	174
51	720
51	2353
51	29654
51	89
34145	1002
76	174
77	174
78	174
79	33027
79	5205
84	3228
88	10208
89	29732
89	10761
89	5611
89	110
89	111
89	174
89	29655
89	89
89	92
89	95
92	174
95	174
95	807
82021	3213
102	15689
102	787
102	34425
103	113
103	11732
103	24534
103	118
104	11695
106	10755
106	196
106	36549
106	744
106	203
106	493
106	174
106	2353
106	14515
106	118
106	119
110	10761
111	174
111	807
112	3228
112	24534
112	174
116	174
118	3233
118	3213
118	174
118	493
118	2353
118	36478
119	24534
119	3213
119	174
121	174
123	515
123	261
123	138
123	3213
123	143
123	656
123	152
123	148
123	151
123	35224
123	7463
123	425
123	5290
123	437
123	444
123	565
123	450
123	457
123	971
123	1377
123	611
123	498
123	4217
124	151
125	905
125	663
125	527
128	786
128	493
129	280
129	4988
129	3213
130	15405
130	34806
130	3213
8325	11426
8326	3228
8326	174
135	3213
135	151
49288	3108
138	3412
138	3213
8331	3228
49293	3108
142	5314
142	491
142	3191
142	3213
142	1550
142	786
142	142
142	151
142	12376
142	29051
143	7968
143	63968
143	64036
143	64037
143	518
143	64039
143	64040
143	64055
143	492
143	34413
143	3854
143	146
143	5422
143	2100
143	446
143	1399
143	29018
143	925
143	11678
143	565
144	744
144	489
144	15405
146	3213
146	1550
31427	1399
148	3412
148	3213
148	3559
49301	3108
49302	3108
151	5641
151	11791
151	7699
151	21025
151	1572
151	29755
151	4163
151	33860
151	9315
151	9814
151	12385
151	34915
151	5905
151	616
151	9322
151	7788
151	3697
151	3191
151	3704
151	28796
151	29311
151	14474
151	5314
151	14480
151	3220
151	28311
151	19097
151	7838
151	5287
151	1218
151	6605
151	5336
151	29732
151	732
151	9952
151	34530
151	17125
151	744
151	14040
151	17169
151	7471
151	11739
151	7968
151	3873
151	27427
151	15653
151	34607
151	17714
151	3382
151	318
151	3412
151	1888
151	656
151	5477
151	1384
151	17112
151	2930
151	885
151	2935
151	5510
151	6040
151	3481
151	5533
151	5024
151	8612
151	429
151	5553
151	33715
151	4033
151	450
151	33219
151	453
151	33736
151	11721
151	5579
151	5580
151	10701
151	14329
151	10715
151	2023
151	4072
151	5611
151	19796
151	33790
8345	3228
49307	3108
49308	3108
49309	3108
8351	3228
8352	174
82082	14313
8355	4110
8355	3351
164	29656
49318	3108
170	174
171	174
172	174
1394	36598
174	10752
174	10753
174	10755
174	10758
174	10759
174	10760
174	10761
174	10763
174	10765
174	10766
174	527
174	540
174	547
174	2106
174	33294
174	2659
174	10343
174	10349
174	13934
174	5753
174	10366
174	8327
174	8334
174	4250
174	3228
174	178
174	179
174	181
174	182
174	183
174	184
174	186
174	188
174	189
174	190
174	191
174	193
174	10443
174	196
174	197
174	198
174	200
174	201
174	203
174	204
174	207
174	208
174	210
174	723
174	231
174	233
174	251
174	256
174	36609
174	276
174	1352
174	9045
174	1895
174	36712
174	389
174	8601
174	1959
174	5033
174	452
174	29654
174	29660
174	478
174	5611
174	10226
174	33790
174	1527
174	505
174	510
181	3228
8375	1002
8379	3228
193	807
196	493
196	720
196	2353
196	24534
8391	3228
201	3228
216	3228
231	5205
251	3213
253	33027
254	58384
254	10759
10965	10808
33027	41920
33027	10436
33027	58384
33027	45426
33027	5205
33027	74718
261	3412
261	3213
262	3213
39639	786
39640	786
280	28355
280	17161
280	5995
280	3213
280	1230
280	20047
280	719
280	47887
280	17214
8473	74741
8485	36478
300	4110
300	3351
306	3228
41272	74741
318	787
318	1492
10977	10808
49482	49652
34927	34899
334	1552
334	558
27365	5459
27365	17973
39658	786
8580	3228
8583	3228
393	3108
8586	3228
8590	74741
401	3228
8598	19794
3014	4110
8601	3228
19183	7991
419	489
419	891
419	491
419	547
419	1399
8612	11426
8612	19097
8612	1002
8612	17145
8612	17691
8612	1375
421	3213
425	34425
425	15689
425	905
425	663
425	12376
425	505
8619	786
8619	1375
429	17714
429	1230
49583	3108
435	3213
435	927
436	5314
436	3213
437	6018
437	3213
8630	3213
439	34899
8632	3228
442	3213
444	3213
447	498
447	491
447	3213
448	489
448	498
448	3213
448	1310
450	493
33219	29732
33219	3213
452	547
452	20676
452	10759
452	14890
452	491
452	3213
452	493
452	14736
452	2262
452	11671
452	505
452	4250
453	489
453	491
456	3745
456	5442
456	47971
456	1061
456	3431
456	5313
456	519
456	4110
456	1492
456	3351
457	905
457	491
457	3213
457	663
457	505
70393	68216
463	2105
463	36549
468	2105
471	2105
471	36549
482	489
486	489
489	640
489	611
489	747
489	645
489	518
489	519
489	905
489	663
489	1548
489	786
489	531
489	535
489	1310
489	581
489	674
489	934
489	881
489	554
489	882
489	558
489	563
489	564
489	565
489	566
489	927
489	572
489	573
489	702
489	693
489	859
489	583
489	840
489	714
489	593
489	547
489	853
489	854
489	731
489	607
489	635
489	869
489	616
489	489
489	491
489	623
489	625
489	498
489	499
489	628
489	757
489	506
489	507
489	764
491	771
491	645
491	519
491	527
491	530
491	917
491	663
491	1310
491	545
491	1830
491	554
491	685
491	689
491	562
491	565
491	566
491	696
491	697
491	573
491	547
491	599
491	611
491	618
491	619
491	620
491	786
491	498
491	764
491	765
491	766
492	544
492	20676
492	20684
492	9012
492	2262
492	4506
492	11695
492	1884
492	925
493	36642
493	133
493	11691
493	36591
493	2353
493	527
498	2178
498	519
498	777
498	3213
498	76430
498	786
498	28435
498	28308
498	663
498	1310
498	905
498	835
498	714
498	4430
498	599
498	616
498	40556
498	505
498	508
505	645
505	10759
505	5640
505	905
505	22028
505	527
505	656
505	663
505	4250
505	4508
505	11679
505	1884
505	563
505	565
505	581
505	24010
505	20683
505	604
505	5214
505	4217
505	764
505	765
505	766
509	17145
509	786
509	1310
509	10759
510	29938
515	2353
515	3213
518	641
518	1412
518	786
518	950
518	64090
518	64091
518	64092
518	64093
519	3297
519	5442
519	47971
519	3745
519	663
519	786
519	17263
519	905
519	1492
519	3351
519	641
519	1310
519	927
527	890
527	23661
527	804
527	10759
527	12521
527	15405
527	11695
527	14736
527	905
527	3213
527	2262
527	663
527	954
527	11773
527	14559
531	1310
532	3213
532	14890
532	11671
532	15405
532	10759
538	1310
540	544
540	20676
540	14890
540	20684
540	11695
540	2262
540	11671
540	4988
544	25423
544	1891
544	20676
544	5308
544	3228
544	20687
544	20689
544	21459
544	20724
544	2262
544	745
544	948
544	20666
544	20827
544	1884
545	547
545	786
545	4259
545	663
547	4259
547	723
547	1759
549	14890
549	11671
550	10759
49703	49287
49704	49287
49705	49287
554	81782
49707	49287
49708	49287
49709	49287
558	641
558	5198
558	2947
558	982
558	17286
558	1548
558	1550
558	1552
558	786
558	8268
558	8090
558	1310
558	927
558	1185
558	28196
558	17317
558	1062
558	1063
558	29227
558	1068
558	1069
558	17327
558	10184
558	1586
558	29491
558	1336
558	825
558	4282
558	889
558	28223
558	1860
558	28229
558	28360
558	2249
558	17739
558	28236
558	1230
558	28239
558	592
558	28366
558	854
558	599
558	5467
558	7644
558	28198
558	28199
558	8173
558	28272
558	1010
558	5747
558	628
558	761
558	2170
558	28287
49711	49287
49712	49287
49713	49287
562	3213
563	15689
563	34425
564	787
564	15689
564	34425
565	905
565	663
49719	49287
49720	49287
49721	49287
49722	49287
571	3213
572	1310
49726	49287
49727	49287
49728	49287
49729	49287
579	663
581	15689
581	787
581	34425
49737	3218
49737	5459
49737	17973
82508	17973
82509	3213
592	641
598	1310
599	1550
599	927
600	641
600	1492
600	1310
603	1310
604	4250
604	11702
607	674
607	641
35600	33796
611	40388
611	3269
611	1578
611	52722
611	5236
611	789
611	791
611	52740
611	9930
611	1310
616	674
616	1310
617	1310
622	693
622	36598
623	1310
623	663
624	1310
625	1310
628	6017
628	17317
628	641
628	3948
628	5293
628	8173
628	3312
628	19985
628	10259
628	1550
628	3127
628	3923
628	7644
628	1310
634	1310
641	6017
641	825
641	3307
641	5380
641	1541
641	18241
641	3948
641	3722
641	3863
641	1548
641	5293
641	1552
641	19985
641	786
641	10259
641	5910
641	17175
641	1310
641	5381
641	928
641	3312
641	7458
641	1955
641	17317
641	1062
641	1063
641	17193
641	1066
641	28331
641	2482
641	1070
641	1586
641	4979
641	854
641	81333
641	3382
641	3697
641	1336
641	919
641	8629
641	54849
641	4961
641	2316
641	714
641	4215
641	5580
641	5197
641	4558
641	719
641	3283
641	1236
641	5198
641	726
641	4857
641	949
641	851
641	985
641	7644
641	3293
641	1375
641	86368
641	3425
641	3298
641	6627
641	3303
641	28199
641	3180
641	5613
641	17264
641	17265
641	3923
641	5492
641	3701
641	1526
641	3191
641	3284
641	663
641	5973
642	1310
643	807
645	663
82569	3213
656	905
656	663
82580	3213
663	4224
663	1538
663	905
663	4254
663	4247
663	674
663	4259
663	775
663	1070
663	1310
663	4278
663	823
663	5963
663	765
663	851
663	1236
663	985
663	1883
663	1246
663	4215
663	4217
663	4218
663	764
667	4988
667	17973
667	3213
674	5632
674	722
674	1310
679	1310
686	1310
690	786
17077	3231
17084	3231
708	1310
713	1310
714	3213
714	1310
719	2048
719	6018
720	29957
720	807
720	2353
720	1310
25297	14736
722	1310
726	1310
17112	17235
17113	17235
730	1310
731	4259
733	1310
17118	3231
735	1310
736	5314
739	14890
739	11671
17124	3297
17125	17234
17125	2876
17125	7838
742	1310
748	787
750	3213
755	3213
756	1310
761	1550
762	786
762	1310
764	34425
764	15689
764	905
765	905
765	3647
766	17145
17156	36598
775	1310
775	1246
41739	3351
17164	17145
781	36598
35629	7838
786	5380
786	1541
786	29194
786	1548
786	39693
786	1552
786	12376
786	786
786	28435
786	1070
786	4124
786	1310
786	927
786	17184
786	1371
786	5148
786	1066
786	1068
786	2100
786	28446
786	3382
786	1213
786	1312
786	3271
786	5580
786	20047
786	5240
786	851
786	1364
786	1550
786	854
786	3931
786	39645
786	39646
786	1375
786	3169
786	3298
786	15724
786	17265
786	39699
786	34932
786	3701
786	39670
786	3191
786	28792
786	889
787	5632
787	3079
787	4232
787	47330
787	26387
787	3605
787	10393
787	3740
787	3418
787	7456
787	5411
787	4252
787	2333
787	7472
787	5299
787	1609
787	17080
787	5177
787	3647
787	5446
787	15689
787	1612
787	4429
787	6607
787	3412
787	5461
787	14298
787	23645
787	6111
787	18146
787	4579
787	3559
787	17770
787	5355
787	1010
787	5492
787	5493
787	29174
787	46583
787	29176
787	4287
787	5630
