55512	55512
25095	54208
24305	28807
377	375
25616	13295
20764	5144
26121	17025
4333	7524
23729	44032
607	1513
5157	36283
15689	15615
36283	5157
5157	36283
43825	1779
1949	39717
18650	3691
43825	1779
36283	5157
39717	1949
12117	17553
5157	36283
593	126
126	593
36283	5157
39884	438
2716	24590
11065	25842
20684	22442
3413	14882
6238	8514
13431	8967
13919	5888
13937	5888
43825	1779
1947	1515
1815	6329
27893	36116
2298	4005
31757	3210
14023	1361
1944	5030
7761	12953
3503	9421
1947	41668
31461	7580
34185	33891
18594	30884
13843	224
1947	16936
440	151
8514	6238
151	440
3599	15340
438	39884
14034	4210
22621	6210
9316	9318
30727	15166
15	1749
17495	16446
8624	5093
8704	16583
22282	22282
41668	9137
17495	17493
39248	37090
8924	10308
9316	5437
44032	23729
2336	10683
27218	22670
5967	5961
11022	11382
26564	11382
20263	32561
28925	10898
11679	11684
13861	16333
14583	14013
16593	32561
14369	26766
3473	3465
44707	6212
39884	438
17930	35244
4240	16906
16288	25152
15684	11880
14353	19996
3078	26194
6865	5204
5144	22282
15998	16001
17307	1928
15719	26709
14345	24804
13425	5405
35244	17930
33157	8033
15166	30727
21369	7250
3914	1907
2310	5962
7665	3184
7744	3256
16289	4178
11761	15823
11757	8270
13072	13737
26863	14660
7524	4333
13737	13072
687	814
16041	5552
5525	3486
13072	13737
5552	16041
44444	44441
11377	20159
15340	3599
16533	28307
21980	3447
24653	10936
1548	1473
6897	28668
25152	16288
9812	9805
7266	28668
15334	15334
20278	55631
9805	9812
17471	10470
15575	17184
23059	16061
11679	11684
21209	21209
17472	24908
16579	16723
24804	14345
32561	16593
35234	14791
9812	9805
509	1170
11757	14345
28258	5888
806	407
16333	6924
20763	3602
5525	4371
9805	9812
22670	27218
9908	23022
1304	3826
8622	23022
1513	607
3993	5128
28807	24305
9812	9805
19310	24305
6857	38411
17930	35244
2332	10303
5792	13868
16723	16720
26311	15823
38501	38499
6941	4156
28232	26768
12695	22145
26911	24326
14345	24804
22145	12695
15967	12578
5888	13933
27123	13933
12175	15808
3273	12106
17528	535
5888	13933
827	812
19716	4303
25198	25221
26194	3078
28307	5117
61212	27976
6212	44707
6212	44707
14708	16127
1367	1367
13012	25760
10919	13474
27738	15379
16333	7988
28327	15379
10936	24653
852	20193
20265	22156
20175	22156
22551	24197
14882	3413
13857	10100
5144	20764
5867	5788
28647	28647
25655	22332
4149	4139
9660	38308
3361	3355
14791	35234
26768	15302
16723	16579
11757	18372
27976	61212
16036	16287
3465	3473
18886	30502
2299	2297
16579	16723
31022	15702
607	1513
19159	6207
17474	11347
61617	40054
22095	16723
1944	7632
10388	2523
23723	16300
18372	11757
21209	21056
27738	20331
18142	2523
19208	24430
21454	21205
16787	16791
4176	4179
5772	15672
28989	22298
16551	5583
55801	26968
224	13843
12718	12727
26113	6791
2299	2297
6798	20609
31958	34707
15822	11998
25919	26632
19608	16791
2115	16791
22160	7441
13858	16791
14436	16791
25853	5086
11117	12727
5525	5526
3602	20763
12141	17726
2170	2168
20494	15051
6124	8113
14353	5256
14353	5256
26706	5624
4822	4822
6207	19159
5888	13937
24305	19310
24590	2716
41994	41994
21071	4822
21071	4822
20072	22527
11072	22527
3503	34490
8155	13426
16593	32561
5792	5800
34934	11274
8923	20398
13426	8155
12438	14310
32561	20263
3873	3873
11274	34934
32505	17101
34934	11274
20493	8659
151	440
22110	14554
11274	34934
32076	20725
979	14521
8452	2335
13012	25257
16143	5475
34934	11274
5525	4709
12198	21671
11274	34934
1947	598
12018	21671
43825	1779
39944	28817
31183	46717
53019	53019
10447	3474
22527	11072
52622	52624
3474	10447
7572	7571
9083	1387
52622	52624
8869	4365
28381	13280
30760	3683
3503	20661
5888	13380
23022	9908
624	8742
20661	12648
8592	17800
8592	17800
4998	4522
3473	3465
7450	19390
33976	27845
11684	11679
24804	14345
34886	20367
42673	29225
22747	11518
11518	22747
32462	22297
10091	20007
53019	51163
7571	7572
8742	624
13474	10919
3714	3580
23949	32854
2277	2286
13474	10919
13205	7583
11955	10032
32505	20763
30549	40162
2277	2286
2518	4522
11955	11955
39122	27545
10898	28925
16041	5552
2323	133
3252	4026
14442	3837
3253	11002
10737	12432
12432	10737
593	126
21778	17893
12052	3837
7525	31448
6644	35729
44771	34026
9561	1301
18365	17036
9706	24974
24735	16745
26377	19880
1947	1994
14501	41599
1301	9561
8343	18555
9561	1301
41914	29713
39944	34817
34450	34450
9908	23022
53019	53019
26112	15350
1301	9561
20609	6798
11062	30840
1513	607
6961	8771
29052	19526
8771	6961
21209	23508
70	1021
6714	27059
6714	27059
1947	6302
30316	9653
4570	10479
6145	7760
3288	15093
31461	14095
5423	14981
3576	5609
22143	22144
39944	33011
20595	21545
7583	1089
11072	22527
15373	16380
32207	5991
11538	15326
70	8234
5525	26653
30502	18886
34934	11274
14095	31461
2286	2277
8656	9912
2286	2277
31941	24405
405	10487
25005	22551
6961	5381
4926	2505
5381	6961
12840	13424
11002	3253
8179	20379
11679	11684
21260	39092
25853	29428
21212	13006
35227	20729
18886	30502
16704	27271
24430	19208
7572	7571
13166	10885
2765	5658
27530	25123
10945	10885
5664	5658
32561	39150
22321	9860
5526	18171
20237	20240
1197	1195
1262	11378
32591	40054
35227	16278
23380	14319
13933	5888
3576	18590
39781	13582
13937	5888
13380	5888
2336	10683
126	3614
5658	5664
16695	36406
2721	18828
9886	3692
11650	23048
9886	3728
3519	15647
9150	10479
2979	2979
2299	2297
2469	16755
5571	11119
8459	25053
25555	14659
6961	8771
26612	25943
12612	3674
4378	2676
3809	8147
16036	16287
15546	15548
12060	6028
19310	24305
13425	17800
6212	44707
12898	31841
15672	5772
21734	29766
17437	5561
5961	5967
27859	29766
53019	51163
4168	54874
13032	12117
5967	5961
23839	29579
53019	53019
26923	3648
23380	18893
4591	5954
22778	14144
26448	10051
15159	16028
3184	7665
7379	4788
11987	2066
8964	4788
11173	11169
3904	26221
53019	51163
1902	7576
12447	14628
15822	9699
11656	8547
22118	35539
17387	15886
4180	1099
5716	5717
4260	22486
28323	14962
17930	35118
25616	13295
760	1238
35244	35118
6734	25042
42578	6655
26499	6164
9981	8198
42578	6655
45383	6655
22118	25786
36400	19507
3720	19507
8976	12668
24544	19507
12447	12399
36314	19507
11757	11756
47071	35340
1262	1264
5888	13380
24192	23030
18572	23030
31526	19080
12749	6591
14725	21742
14725	21742
10354	4316
17293	7818
4819	3371
514	3371
440	20587
40054	61617
11757	8270
19507	3720
1262	109
24326	26911
7035	13711
12060	17815
52665	21473
11756	11757
11656	29526
24789	7593
15107	15107
13380	5888
1436	1847
13931	5888
20175	5888
1099	4180
45004	20848
10885	7583
3614	126
17351	1359
11757	14351
126	443
443	126
31453	33288
31453	33288
11656	8855
20587	440
126	443
5888	13931
62276	62276
54874	4168
979	12432
17493	22083
17493	22083
703	42080
23380	20055
4295	4295
53683	53683
39470	37600
21322	15339
34911	14237
22045	24155
10130	17107
35539	22118
25786	22118
1592	13850
7439	2523
35118	35244
16551	5583
7020	2590
1906	8629
15243	43945
29579	23839
14237	34911
16793	5281
61617	40054
32591	40054
